id,season,speed_difference,pass_difference,diffrenceWins,diffrenceGoals,overall_rating_difference,potential_difference,chance_creations_difference,defence_pressure_difference,defence_aggression_difference,goal_difference,diffrenceDaysBeforeLastGame,home_status
15162,2014/2015,-7.0,-12.0,36.0,220.0,-192.0,-203.0,-15.0,-5.0,-6.0,-1,0.0,L
15163,2014/2015,17.0,-5.0,24.0,129.0,-95.0,-92.0,-3.0,-3.0,-6.0,1,0.0,W
15164,2014/2015,-8.0,-6.0,96.0,152.0,-95.0,-117.0,-2.0,7.0,14.0,2,0.0,W
15165,2014/2015,3.0,21.0,-93.0,-214.0,219.0,223.0,12.0,-14.0,-5.0,-3,-8.0,L
15166,2014/2015,-2.0,-2.0,-52.0,79.0,-27.0,-19.0,-16.0,6.0,10.0,-1,0.0,L
15167,2014/2015,-28.0,19.0,-132.0,-293.0,155.0,152.0,20.0,11.0,18.0,-2,-5.0,L
15168,2014/2015,-16.0,-24.0,113.0,486.0,-246.0,-292.0,-22.0,21.0,8.0,5,-2.0,W
15169,2014/2015,-11.0,-10.0,-37.0,90.0,-132.0,-123.0,20.0,18.0,10.0,2,0.0,W
15170,2014/2015,0.0,-7.0,13.0,46.0,181.0,199.0,-31.0,-6.0,-4.0,-2,0.0,L
15171,2014/2015,1.0,-1.0,3.0,-28.0,321.0,350.0,10.0,3.0,3.0,0,-1.0,D
15172,2014/2015,9.0,5.0,-44.0,-209.0,288.0,302.0,32.0,16.0,17.0,0,1.0,D
15173,2014/2015,11.0,-1.0,72.0,-17.0,10.0,18.0,11.0,9.0,4.0,0,-1.0,D
15174,2014/2015,-9.0,3.0,-19.0,-108.0,348.0,368.0,10.0,-10.0,-5.0,-2,1.0,L
15175,2014/2015,3.0,-3.0,46.0,-19.0,-42.0,-44.0,-5.0,11.0,9.0,0,-1.0,D
15176,2014/2015,0.0,-10.0,0.0,16.0,54.0,63.0,-19.0,-7.0,-15.0,0,0.0,D
15177,2014/2015,15.0,7.0,-1.0,-22.0,-274.0,-284.0,14.0,1.0,-2.0,-1,0.0,L
15178,2014/2015,-15.0,-15.0,60.0,338.0,-318.0,-349.0,2.0,10.0,-5.0,2,1.0,W
15179,2014/2015,19.0,0.0,9.0,56.0,67.0,68.0,-11.0,-4.0,-1.0,2,1.0,W
15180,2014/2015,-2.0,7.0,9.0,-9.0,-21.0,-14.0,-17.0,-11.0,-11.0,0,0.0,D
15181,2014/2015,6.0,7.0,4.0,-158.0,111.0,142.0,-6.0,-15.0,-15.0,-1,1.0,L
15182,2014/2015,-2.0,-10.0,25.0,122.0,-325.0,-347.0,6.0,6.0,-6.0,0,0.0,D
15183,2014/2015,-2.0,1.0,-12.0,-5.0,212.0,221.0,-20.0,-16.0,-11.0,1,0.0,W
15184,2014/2015,-16.0,7.0,-89.0,-23.0,-120.0,-133.0,-6.0,2.0,11.0,0,2.0,D
15185,2014/2015,9.0,-21.0,122.0,303.0,23.0,14.0,-24.0,-3.0,-7.0,5,-4.0,W
15186,2014/2015,0.0,4.0,26.0,131.0,-28.0,-50.0,22.0,-4.0,3.0,-3,0.0,L
15187,2014/2015,7.0,-13.0,8.0,49.0,86.0,81.0,12.0,0.0,-4.0,3,-2.0,W
15188,2014/2015,-5.0,11.0,-43.0,-228.0,-86.0,-97.0,23.0,-7.0,-7.0,-1,4.0,L
15189,2014/2015,18.0,30.0,-129.0,-415.0,434.0,448.0,13.0,-35.0,-12.0,-2,1.0,L
15190,2014/2015,-3.0,-20.0,94.0,373.0,-115.0,-144.0,-13.0,1.0,-4.0,1,-1.0,W
15191,2014/2015,-20.0,-16.0,57.0,344.0,-188.0,-210.0,-24.0,15.0,6.0,2,-1.0,W
15192,2014/2015,0.0,-3.0,-40.0,85.0,-143.0,-147.0,4.0,22.0,21.0,3,1.0,W
15193,2014/2015,11.0,-4.0,110.0,151.0,81.0,78.0,2.0,-1.0,3.0,2,0.0,W
15194,2014/2015,13.0,9.0,46.0,-91.0,-49.0,-74.0,0.0,-2.0,1.0,0,1.0,D
15195,2014/2015,-10.0,5.0,-55.0,-270.0,93.0,87.0,43.0,20.0,18.0,-1,-1.0,L
15196,2014/2015,-7.0,-1.0,17.0,-127.0,206.0,236.0,0.0,0.0,-2.0,1,-1.0,W
15197,2014/2015,-4.0,-2.0,-2.0,-27.0,176.0,203.0,-16.0,8.0,14.0,-1,-1.0,L
15198,2014/2015,2.0,5.0,-14.0,-70.0,-53.0,-69.0,-8.0,-1.0,5.0,2,0.0,W
15199,2014/2015,-3.0,-8.0,56.0,32.0,-6.0,2.0,16.0,31.0,21.0,-3,0.0,L
15200,2014/2015,-2.0,-18.0,53.0,261.0,53.0,61.0,-20.0,-16.0,-21.0,2,0.0,W
15201,2014/2015,-24.0,14.0,-121.0,-284.0,125.0,141.0,10.0,2.0,9.0,-1,0.0,L
15202,2014/2015,-14.0,-7.0,-17.0,47.0,-384.0,-396.0,5.0,22.0,17.0,1,1.0,W
15203,2014/2015,-5.0,-2.0,-83.0,-125.0,-80.0,-72.0,8.0,8.0,-1.0,0,0.0,D
15204,2014/2015,-3.0,8.0,7.0,20.0,-293.0,-307.0,-27.0,-14.0,-14.0,3,-1.0,W
15205,2014/2015,-15.0,-9.0,35.0,197.0,-222.0,-234.0,-1.0,21.0,7.0,0,2.0,D
15206,2014/2015,-6.0,-4.0,36.0,71.0,42.0,9.0,2.0,-7.0,-6.0,0,1.0,D
15207,2014/2015,5.0,1.0,4.0,-4.0,14.0,12.0,26.0,-5.0,-11.0,0,2.0,D
15208,2014/2015,2.0,-2.0,-49.0,60.0,-29.0,-10.0,14.0,3.0,-3.0,1,-1.0,W
15209,2014/2015,-4.0,-8.0,21.0,104.0,150.0,170.0,-13.0,-3.0,2.0,0,-1.0,D
15210,2014/2015,22.0,-16.0,59.0,312.0,-76.0,-57.0,-26.0,4.0,1.0,5,-1.0,W
15211,2014/2015,-6.0,6.0,-19.0,14.0,-224.0,-229.0,-10.0,-7.0,-2.0,-1,-1.0,L
15212,2014/2015,-8.0,-23.0,59.0,293.0,-324.0,-329.0,1.0,4.0,-9.0,0,1.0,D
15213,2014/2015,14.0,-9.0,67.0,4.0,36.0,24.0,33.0,18.0,9.0,0,-1.0,D
15214,2014/2015,15.0,19.0,-32.0,-191.0,124.0,140.0,20.0,-14.0,8.0,-2,1.0,L
15215,2014/2015,-1.0,-9.0,54.0,160.0,59.0,70.0,-24.0,11.0,13.0,1,2.0,W
15216,2014/2015,-5.0,5.0,4.0,-44.0,254.0,245.0,-9.0,-14.0,-6.0,1,1.0,W
15217,2014/2015,5.0,-6.0,17.0,43.0,115.0,120.0,-5.0,-11.0,-15.0,2,-1.0,W
15218,2014/2015,-3.0,-9.0,75.0,29.0,-48.0,-59.0,2.0,6.0,0.0,2,0.0,W
15219,2014/2015,16.0,-20.0,107.0,441.0,-182.0,-217.0,-24.0,-3.0,-5.0,1,1.0,W
15220,2014/2015,-15.0,6.0,-88.0,-58.0,52.0,57.0,4.0,5.0,14.0,0,0.0,D
15221,2014/2015,8.0,10.0,-50.0,13.0,-8.0,-1.0,-11.0,-7.0,2.0,0,1.0,D
15222,2014/2015,5.0,-14.0,110.0,219.0,-202.0,-225.0,1.0,2.0,-8.0,1,1.0,W
15223,2014/2015,-6.0,-18.0,50.0,242.0,-112.0,-114.0,-7.0,3.0,-4.0,1,0.0,W
15224,2014/2015,5.0,-2.0,57.0,-3.0,37.0,49.0,-30.0,-4.0,-2.0,-2,-1.0,L
15225,2014/2015,22.0,9.0,-66.0,-338.0,210.0,218.0,41.0,-4.0,5.0,1,1.0,W
15226,2014/2015,0.0,-3.0,39.0,178.0,-54.0,-61.0,-9.0,-10.0,-1.0,2,-1.0,W
15227,2014/2015,5.0,-5.0,-3.0,40.0,-40.0,-15.0,9.0,14.0,6.0,0,0.0,D
15228,2014/2015,-22.0,16.0,-72.0,-371.0,159.0,147.0,26.0,-4.0,-1.0,-2,0.0,L
15229,2014/2015,4.0,8.0,-24.0,-116.0,-218.0,-231.0,13.0,3.0,-2.0,2,2.0,W
15230,2014/2015,1.0,9.0,-54.0,-158.0,140.0,168.0,24.0,-11.0,-13.0,1,1.0,W
15231,2014/2015,6.0,-6.0,28.0,31.0,97.0,109.0,10.0,7.0,2.0,4,-2.0,W
15232,2014/2015,-14.0,9.0,-66.0,-12.0,103.0,139.0,-33.0,-18.0,-9.0,-2,1.0,L
15233,2014/2015,8.0,23.0,-65.0,-312.0,286.0,294.0,-1.0,-4.0,9.0,2,-1.0,W
15234,2014/2015,-5.0,6.0,-18.0,-50.0,21.0,26.0,5.0,11.0,15.0,0,-1.0,D
15235,2014/2015,-15.0,-19.0,35.0,213.0,-210.0,-225.0,-20.0,14.0,-8.0,-1,0.0,L
15236,2014/2015,-17.0,-4.0,-62.0,64.0,-287.0,-296.0,10.0,11.0,8.0,0,0.0,D
15237,2014/2015,-5.0,-26.0,110.0,289.0,-320.0,-314.0,-4.0,15.0,0.0,-2,-1.0,L
15238,2014/2015,9.0,0.0,60.0,25.0,-208.0,-226.0,-14.0,-12.0,-16.0,4,0.0,W
15239,2014/2015,-12.0,11.0,-16.0,-99.0,-211.0,-222.0,-17.0,-24.0,-19.0,-1,1.0,L
15240,2014/2015,17.0,-11.0,55.0,288.0,-52.0,-63.0,0.0,-14.0,-18.0,2,1.0,W
15241,2014/2015,7.0,-9.0,97.0,153.0,-187.0,-223.0,-7.0,1.0,-3.0,1,0.0,W
15242,2014/2015,1.0,2.0,-40.0,-107.0,28.0,51.0,-7.0,-17.0,-17.0,3,1.0,W
15243,2014/2015,23.0,25.0,-133.0,-377.0,309.0,344.0,22.0,-21.0,-6.0,-1,2.0,L
15244,2014/2015,5.0,-3.0,-23.0,-133.0,127.0,137.0,4.0,-1.0,-14.0,-2,0.0,L
15245,2014/2015,-17.0,15.0,-27.0,-154.0,-134.0,-151.0,22.0,10.0,21.0,-2,-1.0,L
15246,2014/2015,0.0,13.0,-42.0,-202.0,120.0,139.0,28.0,17.0,16.0,2,0.0,W
15247,2014/2015,-2.0,14.0,-72.0,-69.0,104.0,95.0,-11.0,-20.0,-6.0,0,1.0,D
15248,2014/2015,6.0,-15.0,51.0,166.0,55.0,17.0,19.0,17.0,13.0,2,1.0,W
15249,2014/2015,11.0,7.0,-4.0,-3.0,263.0,274.0,-16.0,4.0,11.0,1,0.0,W
15250,2014/2015,-11.0,1.0,-75.0,-46.0,433.0,453.0,-6.0,-4.0,5.0,1,-1.0,W
15251,2014/2015,11.0,-8.0,84.0,25.0,178.0,193.0,-20.0,3.0,0.0,5,0.0,W
15252,2014/2015,-13.0,-8.0,16.0,41.0,-104.0,-126.0,6.0,15.0,13.0,-1,1.0,L
15253,2014/2015,-13.0,-4.0,21.0,131.0,31.0,14.0,-9.0,20.0,12.0,2,-1.0,W
15254,2014/2015,2.0,2.0,50.0,-85.0,-208.0,-220.0,16.0,-6.0,-10.0,1,1.0,W
15255,2014/2015,11.0,10.0,34.0,-97.0,348.0,351.0,-20.0,-18.0,-10.0,1,1.0,W
15256,2014/2015,8.0,6.0,-99.0,-166.0,180.0,205.0,2.0,-7.0,-14.0,-2,-2.0,L
15257,2014/2015,28.0,-19.0,141.0,324.0,200.0,212.0,-20.0,-11.0,-18.0,3,2.0,W
15258,2014/2015,0.0,7.0,-13.0,-53.0,90.0,96.0,31.0,6.0,4.0,0,1.0,D
15259,2014/2015,16.0,24.0,-116.0,-503.0,253.0,304.0,22.0,-21.0,-8.0,0,1.0,D
15260,2014/2015,-1.0,1.0,1.0,41.0,-253.0,-283.0,-10.0,-3.0,-3.0,2,-1.0,W
15261,2014/2015,-9.0,-5.0,42.0,198.0,-367.0,-373.0,-32.0,-16.0,-17.0,-1,-1.0,L
15262,2014/2015,-3.0,-21.0,96.0,218.0,-71.0,-73.0,-12.0,14.0,5.0,1,0.0,W
15263,2014/2015,-19.0,-2.0,-14.0,-1.0,-243.0,-275.0,-4.0,8.0,11.0,1,-1.0,W
15264,2014/2015,12.0,-8.0,56.0,10.0,160.0,153.0,13.0,2.0,-2.0,1,-1.0,W
15265,2014/2015,-1.0,-5.0,82.0,291.0,-39.0,-71.0,-2.0,7.0,16.0,2,1.0,W
15266,2014/2015,3.0,-16.0,59.0,300.0,-219.0,-218.0,-15.0,8.0,2.0,0,-2.0,D
15267,2014/2015,-7.0,-4.0,-56.0,45.0,-11.0,-13.0,-21.0,-18.0,-13.0,1,1.0,W
15268,2014/2015,-1.0,13.0,-74.0,-113.0,430.0,448.0,-1.0,-17.0,-3.0,3,0.0,W
15269,2014/2015,0.0,6.0,-29.0,-146.0,186.0,200.0,-3.0,11.0,12.0,0,1.0,D
15270,2014/2015,-1.0,-11.0,25.0,86.0,-208.0,-210.0,16.0,9.0,-3.0,0,-1.0,D
15271,2014/2015,32.0,4.0,-6.0,-53.0,279.0,299.0,-2.0,-24.0,-13.0,-2,0.0,L
15272,2014/2015,3.0,20.0,-94.0,-369.0,31.0,65.0,13.0,-1.0,4.0,0,0.0,D
15273,2014/2015,2.0,-1.0,12.0,9.0,-210.0,-231.0,20.0,16.0,11.0,5,0.0,W
15274,2014/2015,-7.0,13.0,-14.0,-68.0,-19.0,0.0,-12.0,0.0,4.0,0,0.0,D
15275,2014/2015,2.0,10.0,-27.0,-128.0,390.0,411.0,-6.0,-6.0,6.0,-1,0.0,L
15276,2014/2015,-9.0,21.0,-128.0,-328.0,112.0,132.0,24.0,3.0,7.0,-3,2.0,L
15277,2014/2015,16.0,-7.0,88.0,31.0,198.0,211.0,6.0,-2.0,-11.0,2,-2.0,W
15278,2014/2015,5.0,-11.0,47.0,237.0,-131.0,-132.0,-23.0,7.0,7.0,3,-1.0,W
15279,2014/2015,-18.0,-30.0,131.0,418.0,-279.0,-287.0,-13.0,35.0,12.0,1,0.0,W
15280,2014/2015,0.0,-4.0,-30.0,-135.0,170.0,202.0,-22.0,4.0,-3.0,4,-1.0,W
15281,2014/2015,7.0,-10.0,-29.0,-117.0,216.0,221.0,21.0,10.0,-3.0,2,1.0,W
15282,2014/2015,12.0,-12.0,53.0,297.0,-67.0,-68.0,-26.0,-9.0,-7.0,1,1.0,W
15283,2014/2015,-7.0,3.0,-69.0,-16.0,153.0,171.0,10.0,-12.0,-9.0,2,1.0,W
15284,2014/2015,-13.0,-5.0,53.0,-53.0,-65.0,-82.0,2.0,-7.0,-8.0,1,-1.0,W
15285,2014/2015,2.0,6.0,-14.0,88.0,187.0,157.0,-9.0,-14.0,-4.0,-1,-2.0,L
15286,2014/2015,3.0,-13.0,96.0,202.0,-62.0,-69.0,-19.0,-14.0,-19.0,2,1.0,W
15287,2014/2015,19.0,17.0,-58.0,-311.0,146.0,149.0,14.0,-18.0,-9.0,-3,1.0,L
15288,2014/2015,6.0,5.0,-8.0,-39.0,66.0,43.0,-21.0,-20.0,-12.0,-2,0.0,L
15289,2014/2015,-11.0,14.0,-114.0,-188.0,-75.0,-80.0,17.0,8.0,12.0,-1,0.0,L
15290,2014/2015,5.0,-5.0,18.0,95.0,-12.0,8.0,-26.0,18.0,19.0,-1,0.0,L
15291,2014/2015,1.0,16.0,-73.0,-58.0,-49.0,-25.0,-19.0,-17.0,-11.0,-2,-1.0,L
15292,2014/2015,12.0,1.0,32.0,-119.0,245.0,286.0,4.0,-8.0,-13.0,1,1.0,W
15293,2014/2015,-4.0,5.0,-19.0,-86.0,495.0,533.0,15.0,14.0,18.0,-3,0.0,L
15294,2014/2015,7.0,1.0,97.0,139.0,-340.0,-380.0,12.0,8.0,12.0,1,1.0,W
15295,2014/2015,-21.0,-27.0,87.0,446.0,-387.0,-414.0,-8.0,24.0,3.0,1,0.0,W
15296,2014/2015,-17.0,5.0,-28.0,-144.0,-127.0,-136.0,3.0,3.0,6.0,1,0.0,W
15297,2014/2015,7.0,12.0,-37.0,-216.0,268.0,282.0,15.0,5.0,6.0,0,-1.0,D
15298,2014/2015,-8.0,-13.0,12.0,78.0,-155.0,-157.0,15.0,29.0,19.0,0,0.0,D
15299,2014/2015,-6.0,-7.0,-4.0,163.0,31.0,6.0,6.0,15.0,15.0,1,-1.0,W
15300,2014/2015,2.0,-7.0,-2.0,23.0,99.0,91.0,17.0,11.0,11.0,0,1.0,D
15301,2014/2015,9.0,-3.0,24.0,129.0,-185.0,-202.0,-10.0,10.0,5.0,0,-1.0,D
15302,2014/2015,-11.0,1.0,-72.0,14.0,-488.0,-528.0,-11.0,-9.0,-4.0,-1,0.0,L
15303,2014/2015,-19.0,0.0,-17.0,-82.0,-200.0,-212.0,11.0,4.0,1.0,-5,0.0,L
15304,2014/2015,15.0,15.0,-66.0,-351.0,196.0,212.0,-2.0,-10.0,5.0,0,2.0,D
15305,2014/2015,0.0,10.0,-1.0,-21.0,-4.0,-9.0,19.0,7.0,15.0,-3,1.0,L
15306,2014/2015,-3.0,3.0,-46.0,23.0,-109.0,-128.0,5.0,-11.0,-9.0,-1,0.0,L
15307,2014/2015,-15.0,-7.0,4.0,33.0,79.0,79.0,-14.0,-1.0,2.0,1,0.0,W
15308,2014/2015,7.0,4.0,58.0,-36.0,-115.0,-118.0,21.0,18.0,13.0,-1,-1.0,L
15309,2014/2015,1.0,5.0,-79.0,-285.0,-42.0,-16.0,2.0,-7.0,-16.0,3,0.0,W
15310,2014/2015,1.0,-13.0,68.0,90.0,-367.0,-372.0,1.0,17.0,3.0,2,2.0,W
15311,2014/2015,0.0,-6.0,24.0,128.0,-175.0,-203.0,3.0,-11.0,-12.0,-1,2.0,L
15312,2014/2015,19.0,2.0,9.0,-26.0,112.0,120.0,4.0,-8.0,-11.0,0,-1.0,D
15313,2014/2015,-12.0,8.0,-56.0,-6.0,-146.0,-155.0,-13.0,-2.0,2.0,1,0.0,W
15314,2014/2015,-3.0,16.0,-54.0,-274.0,67.0,56.0,15.0,-8.0,-2.0,0,0.0,D
15315,2014/2015,1.0,11.0,-26.0,-94.0,-83.0,-88.0,-16.0,-9.0,3.0,3,1.0,W
15316,2014/2015,-32.0,-4.0,12.0,68.0,35.0,23.0,2.0,24.0,13.0,-2,-1.0,L
15317,2014/2015,22.0,-13.0,114.0,292.0,66.0,73.0,-30.0,-18.0,-20.0,2,0.0,W
15318,2014/2015,-4.0,21.0,-70.0,-92.0,223.0,214.0,-28.0,-31.0,-17.0,-2,-1.0,L
15319,2014/2015,4.0,-2.0,-23.0,-90.0,-223.0,-232.0,-6.0,-4.0,-17.0,3,1.0,W
15320,2014/2015,6.0,-3.0,68.0,-50.0,185.0,198.0,6.0,-15.0,-19.0,0,0.0,D
15321,2014/2015,15.0,22.0,-78.0,-406.0,437.0,461.0,29.0,-4.0,9.0,-2,1.0,L
15322,2014/2015,1.0,15.0,-84.0,-313.0,169.0,221.0,21.0,0.0,-1.0,0,1.0,D
15323,2014/2015,10.0,21.0,-113.0,-251.0,178.0,202.0,13.0,-1.0,6.0,-2,-1.0,L
15324,2014/2015,12.0,-2.0,71.0,5.0,-78.0,-75.0,16.0,7.0,-2.0,1,1.0,W
15325,2014/2015,6.0,12.0,-21.0,-96.0,265.0,275.0,10.0,-14.0,-8.0,2,0.0,W
15326,2014/2015,-10.0,-12.0,1.0,65.0,48.0,73.0,-5.0,13.0,8.0,0,-1.0,D
15327,2014/2015,-6.0,-8.0,50.0,217.0,-244.0,-267.0,12.0,10.0,11.0,2,1.0,W
15328,2014/2015,13.0,-13.0,52.0,260.0,200.0,220.0,-16.0,-6.0,-4.0,3,1.0,W
15329,2014/2015,18.0,-14.0,88.0,62.0,208.0,213.0,23.0,9.0,0.0,3,0.0,W
15330,2014/2015,-4.0,8.0,-57.0,-155.0,123.0,160.0,-2.0,-6.0,-2.0,-3,0.0,L
15331,2014/2015,-8.0,-16.0,104.0,201.0,-115.0,-134.0,-21.0,0.0,-1.0,-1,0.0,L
15332,2014/2015,5.0,5.0,43.0,-60.0,144.0,155.0,1.0,2.0,2.0,2,-1.0,W
15333,2014/2015,-10.0,-20.0,84.0,446.0,-265.0,-284.0,-24.0,28.0,14.0,0,0.0,D
15334,2014/2015,2.0,11.0,-42.0,-209.0,0.0,-7.0,-11.0,10.0,17.0,1,0.0,W
15335,2014/2015,-1.0,18.0,-24.0,-118.0,-29.0,-37.0,-33.0,-20.0,-8.0,1,0.0,W
15336,2014/2015,3.0,-7.0,60.0,199.0,-241.0,-291.0,-8.0,3.0,-1.0,0,0.0,D
15337,2014/2015,-5.0,-2.0,-6.0,-38.0,-165.0,-180.0,-5.0,-24.0,-23.0,-2,0.0,L
15338,2014/2015,8.0,10.0,-72.0,-46.0,120.0,144.0,24.0,-11.0,-11.0,-2,0.0,L
15339,2014/2015,-14.0,26.0,-129.0,-379.0,95.0,87.0,15.0,-11.0,1.0,-1,1.0,L
15340,2014/2015,-4.0,5.0,-18.0,-34.0,-322.0,-352.0,10.0,9.0,9.0,0,-1.0,D
15341,2014/2015,10.0,17.0,-122.0,-352.0,216.0,234.0,28.0,-6.0,7.0,0,0.0,D
15342,2014/2015,5.0,7.0,-26.0,-154.0,58.0,65.0,23.0,6.0,1.0,0,1.0,D
15343,2014/2015,-2.0,-15.0,11.0,81.0,-245.0,-241.0,-11.0,-6.0,-20.0,-2,-1.0,L
15344,2014/2015,-3.0,-15.0,70.0,79.0,-250.0,-243.0,-15.0,25.0,17.0,0,0.0,D
15345,2014/2015,-7.0,0.0,28.0,131.0,-69.0,-72.0,-40.0,-17.0,-12.0,-3,-2.0,L
15346,2014/2015,5.0,-1.0,49.0,222.0,-113.0,-121.0,-4.0,14.0,22.0,1,-1.0,W
15347,2014/2015,-5.0,-3.0,-33.0,-68.0,-4.0,23.0,14.0,3.0,-5.0,1,-1.0,W
15348,2014/2015,4.0,8.0,-79.0,-85.0,242.0,277.0,8.0,-3.0,3.0,0,0.0,D
15349,2014/2015,-8.0,-18.0,134.0,365.0,-352.0,-391.0,-8.0,22.0,4.0,3,0.0,W
15350,2014/2015,17.0,-18.0,72.0,356.0,-211.0,-230.0,-31.0,-20.0,-22.0,2,0.0,W
15351,2014/2015,10.0,-1.0,61.0,-3.0,63.0,78.0,-4.0,-9.0,-13.0,-1,0.0,L
15352,2014/2015,9.0,-19.0,127.0,250.0,62.0,67.0,-9.0,-7.0,-17.0,3,0.0,W
15353,2014/2015,6.0,13.0,-35.0,-171.0,0.0,-2.0,5.0,2.0,3.0,-2,0.0,L
15354,2014/2015,-8.0,-6.0,-16.0,147.0,157.0,163.0,-14.0,-1.0,4.0,-1,0.0,L
15355,2014/2015,4.0,23.0,-153.0,-405.0,-14.0,-11.0,18.0,-13.0,5.0,1,0.0,W
15356,2014/2015,-10.0,4.0,-23.0,-93.0,125.0,123.0,0.0,-13.0,-8.0,-1,0.0,L
15357,2014/2015,-5.0,8.0,-86.0,-147.0,73.0,75.0,27.0,15.0,14.0,3,1.0,W
15358,2014/2015,3.0,11.0,-101.0,-206.0,143.0,148.0,-7.0,-21.0,-20.0,-3,0.0,L
15359,2014/2015,-8.0,-3.0,61.0,-6.0,169.0,175.0,7.0,17.0,15.0,1,0.0,W
15360,2014/2015,7.0,-6.0,3.0,23.0,98.0,100.0,43.0,6.0,0.0,0,-1.0,D
15361,2014/2015,-11.0,23.0,-82.0,-401.0,129.0,132.0,10.0,0.0,10.0,-1,0.0,L
15362,2014/2015,7.0,1.0,-16.0,135.0,-130.0,-163.0,0.0,0.0,2.0,1,0.0,W
15363,2014/2015,-13.0,-9.0,-50.0,81.0,-49.0,-49.0,0.0,2.0,-1.0,1,2.0,W
15364,2014/2015,-11.0,4.0,-103.0,-118.0,-214.0,-227.0,-2.0,1.0,-3.0,-2,0.0,L
15365,2014/2015,3.0,8.0,-53.0,-23.0,-5.0,-26.0,-16.0,-31.0,-21.0,2,-1.0,W
15366,2014/2015,4.0,2.0,3.0,25.0,-320.0,-354.0,16.0,-8.0,-14.0,2,1.0,W
15367,2014/2015,10.0,-5.0,49.0,257.0,-169.0,-161.0,-43.0,-20.0,-18.0,2,0.0,W
15368,2014/2015,0.0,3.0,43.0,-63.0,-154.0,-172.0,-4.0,-22.0,-21.0,2,0.0,W
15369,2014/2015,20.0,16.0,-51.0,-316.0,333.0,353.0,24.0,-15.0,-6.0,2,0.0,W
15370,2014/2015,-2.0,-5.0,15.0,75.0,-143.0,-145.0,8.0,1.0,-5.0,0,0.0,D
15371,2014/2015,-15.0,-22.0,69.0,361.0,-66.0,-79.0,-29.0,4.0,-9.0,1,-1.0,W
15372,2014/2015,-10.0,-21.0,108.0,225.0,-64.0,-51.0,-13.0,1.0,-6.0,1,-2.0,W
15373,2014/2015,-4.0,2.0,20.0,94.0,140.0,156.0,6.0,4.0,17.0,-1,0.0,L
15374,2014/2015,-1.0,-15.0,78.0,287.0,-36.0,-62.0,-21.0,0.0,1.0,-1,-2.0,L
15375,2014/2015,-22.0,13.0,-105.0,-265.0,-63.0,-65.0,30.0,18.0,20.0,2,0.0,W
15376,2014/2015,-6.0,-12.0,20.0,88.0,-71.0,-60.0,-10.0,14.0,8.0,0,0.0,D
15377,2014/2015,-12.0,2.0,-75.0,-8.0,7.0,21.0,-16.0,-7.0,2.0,3,1.0,W
15378,2014/2015,4.0,-21.0,61.0,59.0,269.0,296.0,28.0,31.0,17.0,2,-1.0,W
15379,2014/2015,-6.0,3.0,-65.0,70.0,12.0,27.0,-6.0,15.0,19.0,-1,1.0,L
15380,2014/2015,6.0,4.0,-40.0,-90.0,185.0,236.0,-2.0,7.0,6.0,1,1.0,W
15381,2014/2015,14.0,7.0,15.0,-67.0,229.0,222.0,-5.0,-22.0,-17.0,0,0.0,D
15382,2014/2015,-2.0,2.0,50.0,-65.0,203.0,210.0,-14.0,-3.0,3.0,0,-1.0,D
15383,2014/2015,3.0,-8.0,-8.0,-34.0,409.0,433.0,27.0,14.0,14.0,0,-1.0,D
15384,2014/2015,2.0,18.0,-52.0,-251.0,2.0,2.0,20.0,16.0,21.0,-3,0.0,L
15385,2014/2015,-5.0,-1.0,-6.0,0.0,-10.0,3.0,-26.0,5.0,11.0,1,0.0,W
15386,2014/2015,15.0,9.0,-34.0,-189.0,225.0,227.0,1.0,-21.0,-7.0,-1,0.0,L
15387,2014/2015,24.0,-14.0,114.0,255.0,-286.0,-306.0,-10.0,-2.0,-9.0,4,1.0,W
15388,2014/2015,5.0,2.0,82.0,130.0,17.0,4.0,-8.0,-8.0,1.0,1,0.0,W
15389,2014/2015,-18.0,14.0,-77.0,4.0,-240.0,-258.0,-23.0,-9.0,0.0,-4,0.0,L
15390,2014/2015,8.0,16.0,-93.0,-149.0,28.0,33.0,21.0,0.0,1.0,-4,1.0,L
15391,2014/2015,-5.0,-5.0,-45.0,41.0,67.0,67.0,-1.0,-2.0,-2.0,2,0.0,W
15392,2014/2015,10.0,20.0,-72.0,-386.0,140.0,140.0,24.0,-28.0,-14.0,-3,2.0,L
15393,2014/2015,6.0,8.0,-45.0,-211.0,37.0,33.0,-12.0,-10.0,-11.0,-1,1.0,L
15394,2014/2015,10.0,12.0,3.0,-61.0,-115.0,-151.0,5.0,-13.0,-8.0,0,1.0,D
15395,2014/2015,4.0,-8.0,59.0,156.0,86.0,68.0,2.0,6.0,2.0,1,-2.0,W
15396,2014/2015,-2.0,-11.0,39.0,206.0,-56.0,-68.0,11.0,-10.0,-17.0,2,0.0,W
15397,2014/2015,-13.0,13.0,-42.0,-227.0,23.0,13.0,16.0,6.0,4.0,1,1.0,W
15398,2014/2015,1.0,-18.0,18.0,89.0,81.0,90.0,33.0,20.0,8.0,5,0.0,W
15399,2014/2015,5.0,2.0,1.0,20.0,157.0,180.0,5.0,24.0,23.0,5,0.0,W
15400,2014/2015,4.0,-5.0,12.0,-2.0,259.0,300.0,-10.0,-9.0,-9.0,3,-1.0,W
